Year,Population,Metro
2016,148803,"Hattiesburg, MS Metro Area"
2016,78005,"Helena, MT Micro Area"
2016,90287,"Hermiston-Pendleton, OR Micro Area"
2016,364187,"Hickory-Lenoir-Morganton, NC Metro Area"
2016,198449,"Hilo, HI Micro Area"
2016,211614,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area"
2016,82687,"Hinesville, GA Metro Area"
2016,69749,"Hobbs, NM Micro Area"
2016,115548,"Holland, MI Micro Area"
2016,143621,"Homosassa Springs, FL Metro Area"
2016,97477,"Hot Springs, AR Metro Area"
2016,211525,"Houma-Thibodaux, LA Metro Area"
2016,6772470,"Houston-The Woodlands-Sugar Land, TX Metro Area"
2016,359588,"Huntington-Ashland, WV-KY-OH Metro Area"
2016,449720,"Huntsville, AL Metro Area"
2016,86285,"Huntsville, TX Micro Area"
2016,63220,"Hutchinson, KS Micro Area"
2016,143776,"Idaho Falls, ID Metro Area"
2016,86364,"Indiana, PA Micro Area"
2016,2001737,"Indianapolis-Carmel-Anderson, IN Metro Area"
2016,168828,"Iowa City, IA Metro Area"
2016,104871,"Ithaca, NY Metro Area"
2016,158460,"Jackson, MI Metro Area"
2016,580178,"Jackson, MS Metro Area"
2016,129527,"Jackson, TN Metro Area"
2016,1478212,"Jacksonville, FL Metro Area"
2016,187136,"Jacksonville, NC Metro Area"
2016,129504,"Jamestown-Dunkirk-Fredonia, NY Micro Area"
2016,161620,"Janesville-Beloit, WI Metro Area"
2016,148915,"Jefferson City, MO Metro Area"
2016,200449,"Johnson City, TN Metro Area"
2016,134732,"Johnstown, PA Metro Area"
2016,129858,"Jonesboro, AR Metro Area"
2016,177805,"Joplin, MO Metro Area"
2016,165474,"Kahului-Wailuku-Lahaina, HI Metro Area"
2016,336877,"Kalamazoo-Portage, MI Metro Area"
2016,98082,"Kalispell, MT Micro Area"
2016,110008,"Kankakee, IL Metro Area"
2016,2104115,"Kansas City, MO-KS Metro Area"
2016,72029,"Kapaa, HI Micro Area"
2016,75774,"Keene, NH Micro Area"
2016,283846,"Kennewick-Richland, WA Metro Area"
2016,79077,"Key West, FL Micro Area"
2016,435887,"Killeen-Temple, TX Metro Area"
2016,307723,"Kingsport-Bristol-Bristol, TN-VA Metro Area"
2016,179225,"Kingston, NY Metro Area"
2016,66443,"Klamath Falls, OR Micro Area"
2016,869076,"Knoxville, TN Metro Area"
2016,82568,"Kokomo, IN Metro Area"
2016,136936,"La Crosse-Onalaska, WI-MN Metro Area"
2016,491528,"Lafayette, LA Metro Area"
2016,217439,"Lafayette-West Lafayette, IN Metro Area"
2016,70005,"LaGrange, GA Micro Area"
2016,207432,"Lake Charles, LA Metro Area"
2016,69299,"Lake City, FL Micro Area"
2016,205249,"Lake Havasu City-Kingman, AZ Metro Area"
2016,666149,"Lakeland-Winter Haven, FL Metro Area"
2016,538500,"Lancaster, PA Metro Area"
2016,475099,"Lansing-East Lansing, MI Metro Area"
2016,271193,"Laredo, TX Metro Area"
2016,214207,"Las Cruces, NM Metro Area"
2016,2155664,"Las Vegas-Henderson-Paradise, NV Metro Area"
2016,85207,"Laurel, MS Micro Area"
2016,119440,"Lawrence, KS Metro Area"
2016,127762,"Lawton, OK Metro Area"
2016,138863,"Lebanon, PA Metro Area"
2016,62675,"Lewiston, ID-WA Metro Area"
2016,107319,"Lewiston-Auburn, ME Metro Area"
2016,506751,"Lexington-Fayette, KY Metro Area"
2016,103742,"Lima, OH Metro Area"
2016,326591,"Lincoln, NE Metro Area"
2016,734381,"Little Rock-North Little Rock-Conway, AR Metro Area"
2016,135439,"Logan, UT-ID Metro Area"
2016,128032,"London, KY Micro Area"
2016,217446,"Longview, TX Metro Area"
2016,105160,"Longview, WA Metro Area"
2016,13310447,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
2016,1283297,"Louisville/Jefferson County, KY-IN Metro Area"
2016,313910,"Lubbock, TX Metro Area"
2016,87791,"Lufkin, TX Micro Area"
2016,133235,"Lumberton, NC Micro Area"
2016,261167,"Lynchburg, VA Metro Area"
2016,226998,"Macon-Bibb County, GA Metro Area"
2016,154697,"Madera, CA Metro Area"
2016,648929,"Madison, WI Metro Area"
2016,407761,"Manchester-Nashua, NH Metro Area"
2016,97004,"Manhattan, KS Metro Area"
2016,79536,"Manitowoc, WI Micro Area"
2016,100016,"Mankato-North Mankato, MN Metro Area"
2016,121107,"Mansfield, OH Metro Area"
2016,63772,"Marinette, WI-MI Micro Area"
2016,66937,"Marion, IN Micro Area"
2016,65096,"Marion, OH Micro Area"
2016,66435,"Marquette, MI Micro Area"
2016,66534,"Marshall, TX Micro Area"
2016,65659,"Martinsville, VA Micro Area"
2016,93970,"Mayagüez, PR Metro Area"
2016,849843,"McAllen-Edinburg-Mission, TX Metro Area"
2016,86257,"Meadville, PA Micro Area"
2016,216527,"Medford, OR Metro Area"
2016,1346437,"Memphis, TN-MS-AR Metro Area"
2016,268672,"Merced, CA Metro Area"
2016,100287,"Meridian, MS Micro Area"
2016,6066387,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area"
2016,110015,"Michigan City-La Porte, IN Metro Area"
2016,83462,"Midland, MI Metro Area"
2016,168323,"Midland, TX Metro Area"
2016,1572482,"Milwaukee-Waukesha-West Allis, WI Metro Area"
2016,3551036,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
2016,79067,"Minot, ND Micro Area"
2016,116130,"Missoula, MT Metro Area"
2016,414836,"Mobile, AL Metro Area"
2016,541560,"Modesto, CA Metro Area"
2016,179470,"Monroe, LA Metro Area"
2016,149208,"Monroe, MI Metro Area"
2016,376163,"Montgomery, AL Metro Area"
2016,68890,"Morehead City, NC Micro Area"
2016,138380,"Morgantown, WV Metro Area"
2016,117320,"Morristown, TN Metro Area"
2016,93546,"Moses Lake, WA Micro Area"
2016,72113,"Mount Airy, NC Micro Area"
2016,71282,"Mount Pleasant, MI Micro Area"
2016,123681,"Mount Vernon-Anacortes, WA Metro Area"
2016,115603,"Muncie, IN Metro Area"
2016,173408,"Muskegon, MI Metro Area"
2016,69477,"Muskogee, OK Micro Area"
2016,449295,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area"
2016,65806,"Nacogdoches, TX Micro Area"
2016,142166,"Napa, CA Metro Area"
2016,365136,"Naples-Immokalee-Marco Island, FL Metro Area"
2016,1865535,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
2016,124635,"New Bern, NC Metro Area"
2016,87294,"New Castle, PA Micro Area"
2016,856875,"New Haven-Milford, CT Metro Area"
2016,1268883,"New Orleans-Metairie, LA Metro Area"
2016,92420,"New Philadelphia-Dover, OH Micro Area"
2016,20153634,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
2016,154010,"Niles-Benton Harbor, MI Metro Area"
2016,788457,"North Port-Sarasota-Bradenton, FL Metro Area"
2016,68740,"North Wilkesboro, NC Micro Area"
2016,269801,"Norwich-New London, CT Metro Area"
2016,82636,"Oak Harbor, WA Micro Area"
2016,349020,"Ocala, FL Metro Area"
2016,94430,"Ocean City, NJ Metro Area"
2016,157462,"Odessa, TX Metro Area"
2016,656061,"Ogden-Clearfield, UT Metro Area"
2016,110038,"Ogdensburg-Massena, NY Micro Area"
2016,1373211,"Oklahoma City, OK Metro Area"
2016,77677,"Olean, NY Micro Area"
2016,275222,"Olympia-Tumwater, WA Metro Area"
2016,924495,"Omaha-Council Bluffs, NE-IA Metro Area"
2016,83883,"Opelousas, LA Micro Area"
2016,87903,"Orangeburg, SC Micro Area"
2016,2441257,"Orlando-Kissimmee-Sanford, FL Metro Area"
2016,169886,"Oshkosh-Neenah, WI Metro Area"
2016,149814,"Ottawa-Peru, IL Micro Area"
2016,119706,"Owensboro, KY Metro Area"
2016,68554,"Owosso, MI Micro Area"
2016,849738,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
2016,97937,"Paducah, KY-IL Micro Area"
2016,72277,"Palatka, FL Micro Area"
2016,579130,"Palm Bay-Melbourne-Titusville, FL Metro Area"
2016,200893,"Panama City, FL Metro Area"
2016,90554,"Parkersburg-Vienna, WV Metro Area"
2016,485684,"Pensacola-Ferry Pass-Brent, FL Metro Area"
2016,376044,"Peoria, IL Metro Area"
2016,6070500,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
2016,4661537,"Phoenix-Mesa-Scottsdale, AZ Metro Area"
2016,94071,"Pine Bluff, AR Metro Area"
2016,95776,"Pinehurst-Southern Pines, NC Micro Area"
2016,2342299,"Pittsburgh, PA Metro Area"
2016,126903,"Pittsfield, MA Metro Area"
2016,81073,"Plattsburgh, NY Micro Area"
2016,84377,"Pocatello, ID Metro Area"
2016,309424,"Ponce, PR Metro Area"
2016,74570,"Port Angeles, WA Micro Area"
2016,529657,"Portland-South Portland, ME Metro Area"
2016,2425325,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
2016,465208,"Port St. Lucie, FL Metro Area"
2016,76088,"Portsmouth, OH Micro Area"
2016,143573,"Pottsville, PA Micro Area"
2016,225562,"Prescott, AZ Metro Area"
2016,1614750,"Providence-Warwick, RI-MA Metro Area"
2016,602543,"Provo-Orem, UT Metro Area"
2016,165123,"Pueblo, CO Metro Area"
2016,178465,"Punta Gorda, FL Metro Area"
2016,76186,"Quincy, IL-MO Micro Area"
2016,195140,"Racine, WI Metro Area"
2016,1302946,"Raleigh, NC Metro Area"
2016,143367,"Rapid City, SD Metro Area"
2016,414812,"Reading, PA Metro Area"
2016,179631,"Redding, CA Metro Area"
2016,457387,"Reno, NV Metro Area"
2016,66568,"Richmond, IN Micro Area"
2016,1282066,"Richmond, VA Metro Area"
2016,106623,"Richmond-Berea, KY Micro Area"
2016,4527837,"Riverside-San Bernardino-Ontario, CA Metro Area"
2016,312576,"Roanoke, VA Metro Area"
2016,71766,"Roanoke Rapids, NC Micro Area"
2016,215884,"Rochester, MN Metro Area"
2016,1078879,"Rochester, NY Metro Area"
2016,339376,"Rockford, IL Metro Area"
2016,147323,"Rocky Mount, NC Metro Area"
2016,96560,"Rome, GA Metro Area"
2016,108457,"Roseburg, OR Micro Area"
2016,65282,"Roswell, NM Micro Area"
2016,85331,"Russellville, AR Micro Area"
2016,2296418,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
2016,192326,"Saginaw, MI Metro Area"
2016,195644,"St. Cloud, MN Metro Area"
2016,160245,"St. George, UT Metro Area"
2016,127528,"St. Joseph, MO-KS Metro Area"
2016,2807954,"St. Louis, MO-IL Metro Area"
2016,103685,"Salem, OH Micro Area"
2016,418139,"Salem, OR Metro Area"
2016,435232,"Salinas, CA Metro Area"
2016,400200,"Salisbury, MD-DE Metro Area"
2016,1186187,"Salt Lake City, UT Metro Area"
2016,120189,"San Angelo, TX Metro Area"
2016,2429609,"San Antonio-New Braunfels, TX Metro Area"
2016,3317749,"San Diego-Carlsbad, CA Metro Area"
2016,75107,"Sandusky, OH Micro Area"
2016,4679166,"San Francisco-Oakland-Hayward, CA Metro Area"
2016,128367,"San Germán, PR Metro Area"
2016,1978816,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
2016,2160992,"San Juan-Carolina-Caguas, PR Metro Area"
2016,282887,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area"
2016,274673,"Santa Cruz-Watsonville, CA Metro Area"
2016,148651,"Santa Fe, NM Metro Area"
2016,446170,"Santa Maria-Santa Barbara, CA Metro Area"
2016,503070,"Santa Rosa, CA Metro Area"
2016,384024,"Savannah, GA Metro Area"
2016,555225,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area"
2016,79263,"Searcy, AR Micro Area"
2016,3798902,"Seattle-Tacoma-Bellevue, WA Metro Area"
2016,151563,"Sebastian-Vero Beach, FL Metro Area"
2016,100917,"Sebring, FL Metro Area"
2016,76355,"Seneca, SC Micro Area"
2016,96673,"Sevierville, TN Micro Area"
2016,72290,"Shawnee, OK Micro Area"
2016,115427,"Sheboygan, WI Metro Area"
2016,97144,"Shelby, NC Micro Area"
2016,128235,"Sherman-Denison, TX Metro Area"
2016,110026,"Show Low, AZ Micro Area"
2016,441767,"Shreveport-Bossier City, LA Metro Area"
2016,125770,"Sierra Vista-Douglas, AZ Metro Area"
2016,167947,"Sioux City, IA-NE-SD Metro Area"
2016,256479,"Sioux Falls, SD Metro Area"
2016,75061,"Somerset, PA Micro Area"
2016,320740,"South Bend-Mishawaka, IN-MI Metro Area"
2016,329136,"Spartanburg, SC Metro Area"
2016,556264,"Spokane-Spokane Valley, WA Metro Area"
2016,208892,"Springfield, IL Metro Area"
2016,630283,"Springfield, MA Metro Area"
2016,456434,"Springfield, MO Metro Area"
2016,134786,"Springfield, OH Metro Area"
2016,161464,"State College, PA Metro Area"
2016,74722,"Statesboro, GA Micro Area"
2016,121247,"Staunton-Waynesboro, VA Metro Area"
2016,70447,"Stevens Point, WI Micro Area"
2016,81131,"Stillwater, OK Micro Area"
2016,733709,"Stockton-Lodi, CA Metro Area"
2016,107396,"Sumter, SC Metro Area"
2016,92541,"Sunbury, PA Micro Area"
2016,656510,"Syracuse, NY Metro Area"
2016,89802,"Talladega-Sylacauga, AL Micro Area"
2016,380110,"Tallahassee, FL Metro Area"
2016,3032171,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
2016,169518,"Terre Haute, IN Metro Area"
2016,149721,"Texarkana, TX-AR Metro Area"
2016,123996,"The Villages, FL Metro Area"
2016,605221,"Toledo, OH Metro Area"
2016,233068,"Topeka, KS Metro Area"
2016,182571,"Torrington, CT Micro Area"
2016,148684,"Traverse City, MI Micro Area"
2016,371023,"Trenton, NJ Metro Area"
2016,99107,"Truckee-Grass Valley, CA Micro Area"
2016,1016206,"Tucson, AZ Metro Area"
2016,102563,"Tullahoma-Manchester, TN Micro Area"
2016,987958,"Tulsa, OK Metro Area"
2016,140460,"Tupelo, MS Micro Area"
2016,239593,"Tuscaloosa, AL Metro Area"
2016,106814,"Twin Falls, ID Micro Area"
2016,225290,"Tyler, TX Metro Area"
2016,87628,"Ukiah, CA Micro Area"
2016,992605,"Urban Honolulu, HI Metro Area"
2016,293803,"Utica-Rome, NY Metro Area"
2016,144504,"Valdosta, GA Metro Area"
2016,440207,"Vallejo-Fairfield, CA Metro Area"
2016,100227,"Victoria, TX Metro Area"
2016,153797,"Vineland-Bridgeton, NJ Metro Area"
2016,1725937,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
2016,460437,"Visalia-Porterville, CA Metro Area"
2016,264869,"Waco, TX Metro Area"
2016,64210,"Walla Walla, WA Metro Area"
2016,189753,"Warner Robins, GA Metro Area"
2016,79092,"Warsaw, IN Micro Area"
2016,6133552,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
2016,170015,"Waterloo-Cedar Falls, IA Metro Area"
2016,84625,"Watertown-Fort Atkinson, WI Micro Area"
2016,114006,"Watertown-Fort Drum, NY Metro Area"
2016,135603,"Wausau, WI Metro Area"
2016,120861,"Weirton-Steubenville, WV-OH Metro Area"
2016,117665,"Wenatchee, WA Metro Area"
2016,142982,"Wheeling, WV-OH Metro Area"
2016,102959,"Whitewater-Elkhorn, WI Micro Area"
2016,645447,"Wichita, KS Metro Area"
2016,150734,"Wichita Falls, TX Metro Area"
2016,115248,"Williamsport, PA Metro Area"
2016,282573,"Wilmington, NC Metro Area"
2016,81661,"Wilson, NC Micro Area"
2016,138878,"Winchester, VA-WV Metro Area"
2016,662079,"Winston-Salem, NC Metro Area"
2016,73107,"Wisconsin Rapids-Marshfield, WI Micro Area"
2016,116470,"Wooster, OH Micro Area"
2016,935781,"Worcester, MA-CT Metro Area"
2016,249636,"Yakima, WA Metro Area"
2016,443744,"York-Hanover, PA Metro Area"
2016,544746,"Youngstown-Warren-Boardman, OH-PA Metro Area"
2016,171926,"Yuba City, CA Metro Area"
2016,205631,"Yuma, AZ Metro Area"
2016,86068,"Zanesville, OH Micro Area"
2017,72697,"Aberdeen, WA Micro Area"
2017,169747,"Abilene, TX Metro Area"
2017,98623,"Adrian, MI Micro Area"
2017,306000,"Aguadilla-Isabela, PR Metro Area"
2017,703505,"Akron, OH Metro Area"
2017,65817,"Alamogordo, NM Micro Area"
2017,151754,"Albany, GA Metro Area"
2017,125047,"Albany, OR Metro Area"
2017,886188,"Albany-Schenectady-Troy, NY Metro Area"
2017,95548,"Albertville, AL Micro Area"
2017,913113,"Albuquerque, NM Metro Area"
2017,153984,"Alexandria, LA Metro Area"
2017,840550,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
2017,123457,"Altoona, PA Metro Area"
2017,266575,"Amarillo, TX Metro Area"
2017,97502,"Ames, IA Metro Area"
2017,400888,"Anchorage, AK Metro Area"
2017,367627,"Ann Arbor, MI Metro Area"
2017,114728,"Anniston-Oxford-Jacksonville, AL Metro Area"
2017,236126,"Appleton, WI Metro Area"
2017,181643,"Arecibo, PR Metro Area"
2017,456145,"Asheville, NC Metro Area"
2017,97807,"Ashtabula, OH Micro Area"
2017,66597,"Athens, OH Micro Area"
2017,81064,"Athens, TX Micro Area"
2017,206937,"Athens-Clarke County, GA Metro Area"
2017,5882450,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
2017,269918,"Atlantic City-Hammonton, NJ Metro Area"
2017,77603,"Auburn, NY Micro Area"
2017,161604,"Auburn-Opelika, AL Metro Area"
2017,600600,"Augusta-Richmond County, GA-SC Metro Area"
2017,121821,"Augusta-Waterville, ME Micro Area"
2017,2115827,"Austin-Round Rock, TX Metro Area"
2017,893119,"Bakersfield, CA Metro Area"
2017,2808175,"Baltimore-Columbia-Towson, MD Metro Area"
2017,151957,"Bangor, ME Metro Area"
2017,213444,"Barnstable Town, MA Metro Area"
2017,834159,"Baton Rouge, LA Metro Area"
2017,134128,"Battle Creek, MI Metro Area"
2017,104239,"Bay City, MI Metro Area"
2017,411339,"Beaumont-Port Arthur, TX Metro Area"
2017,87786,"Beaver Dam, WI Micro Area"
2017,118543,"Beckley, WV Metro Area"
2017,221404,"Bellingham, WA Metro Area"
2017,186875,"Bend-Redmond, OR Metro Area"
2017,172081,"Billings, MT Metro Area"
2017,242217,"Binghamton, NY Metro Area"
2017,1149807,"Birmingham-Hoover, AL Metro Area"
2017,132767,"Bismarck, ND Metro Area"
2017,181986,"Blacksburg-Christiansburg-Radford, VA Metro Area"
2017,186356,"Bloomington, IL Metro Area"
2017,167825,"Bloomington, IN Metro Area"
2017,84204,"Bloomsburg-Berwick, PA Metro Area"
2017,100848,"Bluefield, WV-VA Micro Area"
2017,710323,"Boise City, ID Metro Area"
2017,4836531,"Boston-Cambridge-Newton, MA-NH Metro Area"
2017,322514,"Boulder, CO Metro Area"
2017,178474,"Bowling Green, KY Metro Area"
2017,107810,"Bozeman, MT Micro Area"
2017,93779,"Brainerd, MN Micro Area"
2017,87054,"Branson, MO Micro Area"
2017,266414,"Bremerton-Silverdale, WA Metro Area"
2017,949921,"Bridgeport-Stamford-Norwalk, CT Metro Area"
2017,423725,"Brownsville-Harlingen, TX Metro Area"
2017,114473,"Brunswick, GA Metro Area"
2017,1136856,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
2017,162391,"Burlington, NC Metro Area"
2017,218341,"Burlington-South Burlington, VT Metro Area"
2017,112667,"California-Lexington Park, MD Metro Area"
2017,399927,"Canton-Massillon, OH Metro Area"
2017,739224,"Cape Coral-Fort Myers, FL Metro Area"
2017,98239,"Cape Girardeau, MO-IL Metro Area"
2017,125612,"Carbondale-Marion, IL Metro Area"
2017,54745,"Carson City, NV Metro Area"
2017,79547,"Casper, WY Metro Area"
2017,270293,"Cedar Rapids, IA Metro Area"
2017,78200,"Centralia, WA Micro Area"
2017,154234,"Chambersburg-Waynesboro, PA Metro Area"
2017,241000,"Champaign-Urbana, IL Metro Area"
2017,215089,"Charleston, WV Metro Area"
2017,775831,"Charleston-North Charleston, SC Metro Area"
2017,2525305,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
2017,232182,"Charlottesville, VA Metro Area"
2017,554876,"Chattanooga, TN-GA Metro Area"
2017,98327,"Cheyenne, WY Metro Area"
2017,9533895,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
2017,229294,"Chico, CA Metro Area"
2017,77313,"Chillicothe, OH Micro Area"
2017,2180746,"Cincinnati, OH-KY-IN Metro Area"
2017,216537,"Claremont-Lebanon, NH-VT Micro Area"
2017,90929,"Clarksburg, WV Micro Area"
2017,285602,"Clarksville, TN-KY Metro Area"
2017,64246,"Clearlake, CA Micro Area"
2017,123935,"Cleveland, TN Metro Area"
2017,2058844,"Cleveland-Elyria, OH Metro Area"
2017,157637,"Coeur d'Alene, ID Metro Area"
2017,258860,"College Station-Bryan, TX Metro Area"
2017,723878,"Colorado Springs, CO Metro Area"
2017,178271,"Columbia, MO Metro Area"
2017,825004,"Columbia, SC Metro Area"
2017,305911,"Columbus, GA-AL Metro Area"
2017,82040,"Columbus, IN Metro Area"
2017,2078725,"Columbus, OH Metro Area"
2017,149216,"Concord, NH Micro Area"
2017,111571,"Cookeville, TN Micro Area"
2017,63888,"Coos Bay, OR Micro Area"
2017,96281,"Corning, NY Micro Area"
2017,449830,"Corpus Christi, TX Metro Area"
2017,90951,"Corvallis, OR Metro Area"
2017,271346,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
2017,82755,"Cullman, AL Micro Area"
2017,98837,"Cumberland, MD-WV Metro Area"
2017,7400479,"Dallas-Fort Worth-Arlington, TX Metro Area"
2017,144440,"Dalton, GA Metro Area"
2017,77909,"Danville, IL Metro Area"
2017,102388,"Danville, VA Micro Area"
2017,212628,"Daphne-Fairhope-Foley, AL Metro Area"
2017,382298,"Davenport-Moline-Rock Island, IA-IL Metro Area"
2017,803416,"Dayton, OH Metro Area"
2017,151867,"Decatur, AL Metro Area"
2017,105801,"Decatur, IL Metro Area"
2017,649202,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
2017,2888227,"Denver-Aurora-Lakewood, CO Metro Area"
2017,645911,"Des Moines-West Des Moines, IA Metro Area"
2017,4313002,"Detroit-Warren-Dearborn, MI Metro Area"
2017,147914,"Dothan, AL Metro Area"
2017,176824,"Dover, DE Metro Area"
2017,79685,"DuBois, PA Micro Area"
